drift,vol,leverage,horizon_years,median_terminal,mean_terminal,median_cagr,mean_cagr,median_vol,median_sharpe,median_max_dd,worst_max_dd,prob_loss,prob_beat_1x,prob_dd_gt_50,prob_dd_gt_70,prob_dd_gt_90
0.0,0.1,2.5,3,0.8997340576889941,0.9901731029016689,-0.03460573813075485,-0.023578344895479355,0.24975523743480565,-0.015292656080708688,-0.4053570995938457,-0.8554930583271565,0.5915,0.37525,0.26625,0.01525,0.0
0.0,0.1,3.0,3,0.8606710351688236,0.9879322767073424,-0.048784191520572284,-0.0331043794637211,0.29970628492176676,-0.015292656080708442,-0.46893765505222607,-0.903976408678947,0.60775,0.35975,0.4285,0.06325,0.00025
0.0,0.1,1.0,5,0.9721647355246592,0.9950401742915133,-0.005630093410949832,-0.004877726489989323,0.09995714780025113,-0.00654662307514104,-0.22926587753615524,-0.63685702205991,0.55025,0.0,0.00475,0.0,0.0
0.0,0.1,1.25,5,0.9578421188148549,0.9936004989812367,-0.008577466569234304,-0.007342823299570186,0.12494643475031394,-0.006546623075141695,-0.279992241483737,-0.7200988994292361,0.56075,0.39825,0.03375,0.00025,0.0
0.0,0.1,1.5,5,0.9407945229565818,0.9920828955198004,-0.012131914823653223,-0.01030007401122586,0.14993572170037672,-0.006546623075139772,-0.3288990037352006,-0.7848750739536777,0.569,0.38625,0.096,0.00075,0.0
0.0,0.1,2.0,5,0.8992688643592732,0.98882718030566,-0.021010777796797053,-0.017673072275099226,0.19991429560050228,-0.006546623075139571,-0.4189218291294586,-0.8740110832199162,0.59,0.36425,0.28575,0.022,0.0
0.0,0.1,2.5,5,0.8482239813555124,0.9853142304336054,-0.03238607667762494,-0.02695381989217831,0.24989286950062786,-0.006546623075139235,-0.5002046271703707,-0.9270566774452824,0.61375,0.34,0.50025,0.0945,0.0005
0.0,0.1,3.0,5,0.79065746071981,0.9816128867756673,-0.04589169835721174,-0.03808856265248311,0.29987144340075345,-0.00654662307513983,-0.5725342723319116,-0.9582523122613594,0.63575,0.3195,0.6835,0.21075,0.0025
0.0,0.1,1.0,10,0.9546766207590176,0.9944292743164361,-0.004627521277735025,-0.004998428637690706,0.09998663641796013,0.003975286936137579,-0.3141555206980978,-0.7205695999951369,0.563,0.0,0.07125,0.00075,0.0
0.0,0.1,1.25,10,0.9287418941701282,0.9928696706207343,-0.007365185904416149,-0.007642366839264101,0.12498329552245016,0.003975286936136746,-0.3801084153526505,-0.7999605772034495,0.58075,0.35725,0.2035,0.00775,0.0
